fecha_toma_muestra,pruebas_totales,positivos_totales,pruebas_totales_cdmx,positivos_totales_cdmx,tasa_positividad,tasa_positividad_cdmx
2020-04-09,572,109,495,91,0.19055944055944055,0.18383838383838383
2020-04-10,693,166,595,146,0.23953823953823955,0.2453781512605042
2020-04-11,236,77,222,71,0.326271186440678,0.31981981981981983
2020-04-12,169,75,135,60,0.4437869822485207,0.4444444444444444
2020-04-13,911,277,732,232,0.3040614709110867,0.31693989071038253
2020-04-14,878,244,724,195,0.27790432801822323,0.26933701657458564
2020-04-15,878,284,761,253,0.3234624145785877,0.3324572930354796
2020-04-16,1207,333,1050,269,0.275890637945319,0.2561904761904762
2020-04-17,1235,339,1062,288,0.2744939271255061,0.2711864406779661
2020-04-18,466,92,427,85,0.19742489270386265,0.1990632318501171
2020-04-19,251,133,225,114,0.5298804780876494,0.5066666666666667
2020-04-20,1110,425,932,359,0.38288288288288286,0.3851931330472103
2020-04-21,1524,462,1293,363,0.3031496062992126,0.28074245939675174
2020-04-22,1779,512,1545,434,0.28780213603147836,0.2809061488673139
